device_type,device_name,action_type,action_value,start_time,end_time
Camera,camera_SAINTEX,object,"{'object': 'Sp1159-5247', 'filter' : 'I+z', 'ra': 259.4090, 'dec': -84.83203, 'exptime': 8, 'guiding': False, 'pointing': True}",2023-06-25 19:35:13,2023-06-25 21:37:10
